ID,game_ID,passer,team,receiver,start_pos_x,start_pos_y,end_pos_x,end_pos_y,successful
PASS-20190413CHINC-654,20190413CHINC,"Sam Kerr","Chicago Red Stars","Yuki Nagasato",67.8,32.6,65.9,27.5,1
PASS-20190413CHINC-655,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",69.1,19.3,73.9,52.7,1
PASS-20190413CHINC-656,20190413CHINC,"Arin Wright","Chicago Red Stars","Sam Kerr",89.5,60.4,98.9,33.9,1
PASS-20190413CHINC-657,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","McCall Zerboni",105,68,98.3,24.1,0
PASS-20190413CHINC-658,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Yuki Nagasato",87.2,0,90.5,10,1
PASS-20190413CHINC-659,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Tierna Davidson",90.5,6.6,91.3,0.8,1
PASS-20190413CHINC-66,20190413CHINC,"Sam Mewis","North Carolina Courage","Jessica McDonald",65.2,58.9,73.6,49.9,1
PASS-20190413CHINC-660,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Yuki Nagasato",91.3,0.8,83.6,6.1,1
PASS-20190413CHINC-661,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Alyssa Mautz",79.6,2.8,86.7,5.7,1
PASS-20190413CHINC-662,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Lynn Williams",82.5,0,90.5,9.1,0
PASS-20190413CHINC-663,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Abby Erceg",84.2,4.9,90.9,29.4,0
PASS-20190413CHINC-664,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Alyssa Mautz",67.6,0,79.2,2.3,1
PASS-20190413CHINC-665,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Yuki Nagasato",77.7,5.1,83.6,10.2,1
PASS-20190413CHINC-666,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Abby Erceg",77.9,8.7,95.6,31.4,0
PASS-20190413CHINC-667,20190413CHINC,"Sam Kerr","Chicago Red Stars","Katie Naughton",79,43,84.6,46.8,1
PASS-20190413CHINC-668,20190413CHINC,"Katie Naughton","Chicago Red Stars","Tierna Davidson",84.6,46.8,83.4,39.6,1
PASS-20190413CHINC-669,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Sam Kerr",83.4,39.6,78.5,41.9,1
PASS-20190413CHINC-67,20190413CHINC,"Jessica McDonald","North Carolina Courage","Jaelene Hinkle",73.6,49.9,84.8,63.4,1
PASS-20190413CHINC-670,20190413CHINC,"Sam Kerr","Chicago Red Stars","Sam Mewis",78.5,41.1,85,31.6,0
PASS-20190413CHINC-671,20190413CHINC,"Sam Mewis","North Carolina Courage","Alyssa Naeher",22.7,34.7,80.2,18.9,0
PASS-20190413CHINC-672,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Merritt Mathias",28.1,55.3,91.1,61.2,0
PASS-20190413CHINC-673,20190413CHINC,"Merritt Mathias","North Carolina Courage","Sam Mewis",19.1,7.2,33.2,16.7,1
PASS-20190413CHINC-674,20190413CHINC,"Sam Mewis","North Carolina Courage","Merritt Mathias",33.2,16.7,24.6,4,1
PASS-20190413CHINC-675,20190413CHINC,"Merritt Mathias","North Carolina Courage","Tierna Davidson",38.8,2.3,76.7,9.5,0
PASS-20190413CHINC-676,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Arin Wright",28.3,58.5,32.6,51.3,1
PASS-20190413CHINC-677,20190413CHINC,"Arin Wright","Chicago Red Stars","Sam Mewis",32.6,51.3,41.6,44.3,0
PASS-20190413CHINC-678,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Abby Dahlkemper",33.4,44.1,62.8,50,0
PASS-20190413CHINC-679,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",43,18,41.2,32.8,1
PASS-20190413CHINC-68,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Tierna Davidson",86,63.2,91.6,36.1,0
PASS-20190413CHINC-680,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",42.4,33.7,51.2,66.3,1
PASS-20190413CHINC-681,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Julie Ertz",53.1,66.3,70.6,58.9,0
PASS-20190413CHINC-682,20190413CHINC,"Julie Ertz","Chicago Red Stars",NULL,34.4,9.1,39.1,0,0
PASS-20190413CHINC-683,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",65.9,68,47,60.5,1
PASS-20190413CHINC-684,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",47,59.4,34.4,34.4,1
PASS-20190413CHINC-685,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Denise O'Sullivan",48.1,23.9,66.6,17.1,1
PASS-20190413CHINC-686,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Abby Dahlkemper",66.4,16.7,49.3,14.8,1
PASS-20190413CHINC-687,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",50.6,10.7,65.3,3,1
PASS-20190413CHINC-688,20190413CHINC,"Merritt Mathias","North Carolina Courage","Leah Pruitt",66.4,3,83.6,2.8,1
PASS-20190413CHINC-689,20190413CHINC,"Leah Pruitt","North Carolina Courage","Crystal Dunn",86.1,2.4,85.7,10.5,1
PASS-20190413CHINC-69,20190413CHINC,"Sarah Gorden","Chicago Red Stars",NULL,6.3,5.8,8.5,0,0
PASS-20190413CHINC-690,20190413CHINC,"Crystal Dunn","North Carolina Courage","Julie Ertz",83.8,23.5,84,25.9,0
PASS-20190413CHINC-691,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Sarah Gorden",27.1,26.1,28.3,10.1,1
PASS-20190413CHINC-692,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Alyssa Mautz",39.9,3.6,53.3,19.2,1
PASS-20190413CHINC-693,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Denise O'Sullivan",25.8,8.3,53.3,19.2,0
PASS-20190413CHINC-694,20190413CHINC,"Sam Mewis","North Carolina Courage","Jaelene Hinkle",49.6,44.5,51.5,65.9,1
PASS-20190413CHINC-695,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Mautz",64.3,58.8,69.7,60.1,0
PASS-20190413CHINC-696,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Alyssa Mautz",18.1,7.5,34.4,1.9,1
PASS-20190413CHINC-697,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",34.4,1.9,37.6,8.6,1
PASS-20190413CHINC-698,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",37.6,8.6,50.4,19.7,1
PASS-20190413CHINC-699,20190413CHINC,"Sam Kerr","Chicago Red Stars","Yuki Nagasato",50.4,19.7,44.7,19.9,1
PASS-20190413CHINC-7,20190413CHINC,"Abby Erceg","North Carolina Courage","Stephanie Labbe",20.7,37.5,15,33.4,1
PASS-20190413CHINC-70,20190413CHINC,"Jessica McDonald","North Carolina Courage","Jaelene Hinkle",96.5,68,89.8,61.1,1
PASS-20190413CHINC-700,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",41.2,19.9,30.2,52,1
PASS-20190413CHINC-701,20190413CHINC,"Arin Wright","Chicago Red Stars","Sam Mewis",37.8,52,47.5,33.4,0
PASS-20190413CHINC-702,20190413CHINC,"Sam Mewis","North Carolina Courage","Crystal Dunn",57.5,34.6,100,2.1,1
PASS-20190413CHINC-703,20190413CHINC,"Crystal Dunn","North Carolina Courage","Tierna Davidson",103.1,8.3,100.4,29.9,0
PASS-20190413CHINC-704,20190413CHINC,"Julie Ertz","Chicago Red Stars","Denise O'Sullivan",16.2,40.6,37.4,43.2,0
PASS-20190413CHINC-705,20190413CHINC,"Sam Kerr","Chicago Red Stars","Danielle Colaprico",60.1,23.1,54.4,29.5,1
PASS-20190413CHINC-706,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Abby Dahlkemper",56.5,30.4,73.1,35.7,0
PASS-20190413CHINC-707,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",31.9,32.3,35.1,35.9,1
PASS-20190413CHINC-708,20190413CHINC,"Sam Mewis","North Carolina Courage","Kristen Hamilton",35.3,38.5,50.4,45.1,1
PASS-20190413CHINC-709,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Katie Naughton",50.4,45.1,59.4,44.1,0
PASS-20190413CHINC-71,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Katie Naughton",90.8,60.3,91.9,48.9,0
PASS-20190413CHINC-710,20190413CHINC,"Katie Naughton","Chicago Red Stars","Danielle Colaprico",45.6,23.9,54.8,28.4,1
PASS-20190413CHINC-711,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Julie Ertz",50.4,30.4,50.6,38.5,1
PASS-20190413CHINC-712,20190413CHINC,"Julie Ertz","Chicago Red Stars","Sam Mewis",50.6,38.5,59.2,25,0
PASS-20190413CHINC-713,20190413CHINC,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",46,43.2,47.9,31.6,1
PASS-20190413CHINC-714,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Crystal Dunn",49.8,24.6,51.7,13.9,1
PASS-20190413CHINC-715,20190413CHINC,"Crystal Dunn","North Carolina Courage","Merritt Mathias",49.8,14.3,35.3,8.6,1
PASS-20190413CHINC-716,20190413CHINC,"Merritt Mathias","North Carolina Courage","Crystal Dunn",39.9,8.3,63,5.3,1
PASS-20190413CHINC-717,20190413CHINC,"Crystal Dunn","North Carolina Courage","Leah Pruitt",74.8,9.4,93.4,7.7,1
PASS-20190413CHINC-718,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,98.9,4.5,1
PASS-20190413CHINC-719,20190413CHINC,"Sam Mewis","North Carolina Courage","Leah Pruitt",98.9,4.5,97.2,36.6,1
PASS-20190413CHINC-72,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Sam Kerr",12.5,10.2,36.5,15.1,1
PASS-20190413CHINC-720,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,99.8,4.7,1
PASS-20190413CHINC-721,20190413CHINC,"Sam Mewis","North Carolina Courage","Lynn Williams",99.8,4.7,100,41.1,1
PASS-20190413CHINC-722,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,99.3,4.5,1
PASS-20190413CHINC-723,20190413CHINC,"Sam Mewis","North Carolina Courage","Merritt Mathias",99.3,4.5,78.5,11.3,1
PASS-20190413CHINC-724,20190413CHINC,"Merritt Mathias","North Carolina Courage","Lynn Williams",79,12.4,103.3,45.5,1
PASS-20190413CHINC-725,20190413CHINC,"Abby Erceg","North Carolina Courage","Denise O'Sullivan",94.7,45.5,71.8,42.1,1
PASS-20190413CHINC-726,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",71.6,42.1,69.9,28,1
PASS-20190413CHINC-727,20190413CHINC,"Merritt Mathias","North Carolina Courage","Morgan Gautrat",73.1,24.2,94.1,40.4,0
PASS-20190413CHINC-728,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",69.7,35.7,72.9,21.4,1
PASS-20190413CHINC-729,20190413CHINC,"Merritt Mathias","North Carolina Courage","Sam Kerr",79.6,14.8,88.8,35.1,0
PASS-20190413CHINC-73,20190413CHINC,"Sam Kerr","Chicago Red Stars","Abby Erceg",36.5,15.1,36.5,15.1,0
PASS-20190413CHINC-730,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,99.3,4.3,1
PASS-20190413CHINC-731,20190413CHINC,"Sam Mewis","North Carolina Courage","Kristen Hamilton",99.3,4.3,99.5,34.5,1
PASS-20190413CHINC-732,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Crystal Dunn",12.4,30.7,17.4,26.4,0
PASS-20190413CHINC-733,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Morgan Gautrat",39.5,0,43.9,5.8,1
PASS-20190413CHINC-734,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Alyssa Mautz",43.9,5.8,40.5,1.3,1
PASS-20190413CHINC-735,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",40.5,1.1,45.2,10.2,1
PASS-20190413CHINC-736,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Morgan Gautrat",49.1,10.4,55.9,3.6,1
PASS-20190413CHINC-737,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Abby Erceg",57.8,4.9,68.9,7,0
PASS-20190413CHINC-738,20190413CHINC,"Abby Erceg","North Carolina Courage","Lynn Williams",36.1,66.1,57.8,62.5,1
PASS-20190413CHINC-739,20190413CHINC,"Lynn Williams","North Carolina Courage","Katie Naughton",57.8,62.5,69.3,57.3,0
PASS-20190413CHINC-74,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Dahlkemper",65.6,46,50.7,46,1
PASS-20190413CHINC-740,20190413CHINC,"Katie Naughton","Chicago Red Stars","Sam Mewis",37,8.1,60.9,18.5,0
PASS-20190413CHINC-741,20190413CHINC,"Sam Mewis","North Carolina Courage","Leah Pruitt",44.1,49.5,68,52.9,1
PASS-20190413CHINC-742,20190413CHINC,"Lynn Williams","North Carolina Courage","Kristen Hamilton",74.3,54.1,74.3,30.5,1
PASS-20190413CHINC-743,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Leah Pruitt",74.3,30.5,82.3,30.7,1
PASS-20190413CHINC-744,20190413CHINC,"Katie Naughton","Chicago Red Stars","Denise O'Sullivan",19.7,33.7,36.8,39.2,0
PASS-20190413CHINC-745,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Tierna Davidson",68.2,28.8,80.4,29,0
PASS-20190413CHINC-746,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Sam Kerr",24.6,39,51.9,29.4,1
PASS-20190413CHINC-747,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sam Mewis",53.8,53.5,56.1,46.7,1
PASS-20190413CHINC-748,20190413CHINC,"Sam Mewis","North Carolina Courage","Abby Erceg",56.1,46.7,41.8,45.8,1
PASS-20190413CHINC-749,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",39.1,40.7,40.1,17.1,1
PASS-20190413CHINC-75,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",50.9,38,55.9,22.4,1
PASS-20190413CHINC-750,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Leah Pruitt",67,16.6,78.1,24.5,1
PASS-20190413CHINC-751,20190413CHINC,"Leah Pruitt","North Carolina Courage","Julie Ertz",77.7,33.5,83.6,35.4,0
PASS-20190413CHINC-752,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Arin Wright",27.3,58.8,16.6,65.2,1
PASS-20190413CHINC-753,20190413CHINC,"Arin Wright","Chicago Red Stars","Denise O'Sullivan",16.6,65.2,34.9,60.5,0
PASS-20190413CHINC-754,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",67.6,18.5,62.2,27.1,1
PASS-20190413CHINC-755,20190413CHINC,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",67.6,34.3,70.6,20.9,1
PASS-20190413CHINC-756,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Kristen Hamilton",70.6,19.2,79,12.4,1
PASS-20190413CHINC-757,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Merritt Mathias",79,12.4,83.2,1.1,1
PASS-20190413CHINC-758,20190413CHINC,"Merritt Mathias","North Carolina Courage","Leah Pruitt",85.5,2.3,103.5,7.5,1
PASS-20190413CHINC-759,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",105,0,91.8,35.6,1
PASS-20190413CHINC-76,20190413CHINC,"Merritt Mathias","North Carolina Courage","McCall Zerboni",60,21.8,70.3,27.6,1
PASS-20190413CHINC-760,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",105,0,92.6,35.2,1
PASS-20190413CHINC-761,20190413CHINC,"Alyssa Naeher","Chicago Red Stars",NULL,12,29.2,73.9,68,0
PASS-20190413CHINC-762,20190413CHINC,"Merritt Mathias","North Carolina Courage","Kristen Hamilton",31.1,0,43.9,5.5,1
PASS-20190413CHINC-763,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Merritt Mathias",42.2,5.3,32.8,2.8,1
PASS-20190413CHINC-764,20190413CHINC,"Merritt Mathias","North Carolina Courage","Leah Pruitt",32.8,2.8,68.7,15.1,1
PASS-20190413CHINC-765,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Abby Dahlkemper",32.6,49,96.6,55,0
PASS-20190413CHINC-766,20190413CHINC,"Michele Vasconcelos","Chicago Red Stars","Kristen Hamilton",95.3,68,92.2,60.8,0
PASS-20190413CHINC-767,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Morgan Gautrat",78.3,65.4,87.2,64.7,1
PASS-20190413CHINC-768,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Abby Dahlkemper",82.3,63,86.7,61.9,0
PASS-20190413CHINC-769,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Alyssa Naeher",18.3,6.1,76,21.3,0
PASS-20190413CHINC-77,20190413CHINC,"Nikki Stanton","Chicago Red Stars","McCall Zerboni",29.3,41.6,34.9,41.5,0
PASS-20190413CHINC-770,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Nikki Stanton",29,46.3,39.5,40.8,1
PASS-20190413CHINC-771,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Alyssa Mautz",30,33.7,31.5,28.2,1
PASS-20190413CHINC-772,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Abby Erceg",31.5,28.2,55,28.5,0
PASS-20190413CHINC-773,20190413CHINC,"Abby Erceg","North Carolina Courage","Crystal Dunn",50,39.5,66.2,35.8,1
PASS-20190413CHINC-774,20190413CHINC,"Crystal Dunn","North Carolina Courage","Denise O'Sullivan",63.8,35.4,67.2,42.4,1
PASS-20190413CHINC-775,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Jaelene Hinkle",68,48.4,70.3,62.1,1
PASS-20190413CHINC-776,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sarah Gorden",92,50.2,94.9,45.8,0
PASS-20190413CHINC-777,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Abby Erceg",14.7,24.3,48.1,14.1,0
PASS-20190413CHINC-778,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",33.4,2.2,74.8,9.1,1
PASS-20190413CHINC-779,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",91.6,5.2,73.1,3.3,1
PASS-20190413CHINC-78,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Lynn Williams",76.4,26.4,81.2,22.9,1
PASS-20190413CHINC-780,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Morgan Gautrat",72.9,3.9,74.6,15.9,1
PASS-20190413CHINC-781,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Alyssa Mautz",73.3,12.8,70.1,1.7,1
PASS-20190413CHINC-782,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",71.6,2.2,79.8,0.7,1
PASS-20190413CHINC-783,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",79.8,0.7,74.6,6.7,1
PASS-20190413CHINC-784,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Morgan Gautrat",74.8,8.5,71,15,1
PASS-20190413CHINC-785,20190413CHINC,"Morgan Gautrat","Chicago Red Stars",NULL,70.3,15.6,99.3,35.2,0
PASS-20190413CHINC-786,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Dahlkemper",5.7,32.8,27.5,19.6,1
PASS-20190413CHINC-787,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Denise O'Sullivan",27.5,19.6,38.4,21.3,1
PASS-20190413CHINC-788,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",42.6,18.2,51.2,6.3,1
PASS-20190413CHINC-789,20190413CHINC,"Merritt Mathias","North Carolina Courage","Tierna Davidson",51.2,6.3,73.1,10.9,0
PASS-20190413CHINC-79,20190413CHINC,"Lynn Williams","North Carolina Courage","Crystal Dunn",81.2,22.9,79.4,10.5,1
PASS-20190413CHINC-790,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Merritt Mathias",33.4,57.1,45.2,53,0
PASS-20190413CHINC-791,20190413CHINC,"Merritt Mathias","North Carolina Courage","Sam Mewis",59.6,17.8,58.4,33,1
PASS-20190413CHINC-792,20190413CHINC,"Sam Mewis","North Carolina Courage","Lynn Williams",73.7,37.6,86.9,33.2,1
PASS-20190413CHINC-793,20190413CHINC,"Lynn Williams","North Carolina Courage","Leah Pruitt",87.4,32.2,91.6,27.4,1
PASS-20190413CHINC-794,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Danielle Colaprico",5.5,34.8,49.1,53,1
PASS-20190413CHINC-795,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Michele Vasconcelos",45.4,68,57.1,63.9,1
PASS-20190413CHINC-796,20190413CHINC,"Michele Vasconcelos","Chicago Red Stars","Julie Ertz",45.2,65.8,29.8,54.5,1
PASS-20190413CHINC-797,20190413CHINC,"Julie Ertz","Chicago Red Stars","Abby Erceg",29.8,54.5,76.4,46.7,0
PASS-20190413CHINC-798,20190413CHINC,"Abby Erceg","North Carolina Courage","Morgan Gautrat",28.6,21.3,33.6,16.3,0
PASS-20190413CHINC-799,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Sam Kerr",71.4,51.7,73.3,35.2,1
PASS-20190413CHINC-8,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Jaelene Hinkle",15,33.4,21.7,62.9,1
PASS-20190413CHINC-80,20190413CHINC,"Crystal Dunn","North Carolina Courage","Sarah Gorden",92,7.6,90,67.7,0
PASS-20190413CHINC-800,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",79.6,26.5,93.4,13.5,1
PASS-20190413CHINC-801,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Abby Dahlkemper",95.6,14.3,101,26.7,0
PASS-20190413CHINC-802,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Crystal Dunn",1.9,59.1,39.5,66,1
PASS-20190413CHINC-803,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",39.5,65,38,46.3,1
PASS-20190413CHINC-804,20190413CHINC,"Sam Mewis","North Carolina Courage","Abby Dahlkemper",54.2,36.9,50.8,19.8,1
PASS-20190413CHINC-805,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Kristen Hamilton",55.9,19.6,72,20.2,1
PASS-20190413CHINC-806,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Katie Naughton",73.9,24.3,83.8,31.3,0
PASS-20190413CHINC-807,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",57.3,0,43.3,9.3,1
PASS-20190413CHINC-808,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Leah Pruitt",48.7,8.3,75.6,18.2,1
PASS-20190413CHINC-809,20190413CHINC,"Leah Pruitt","North Carolina Courage","Julie Ertz",75.6,18.2,75.6,18.2,0
PASS-20190413CHINC-81,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Sam Kerr",15,0.3,31.5,14.9,1
PASS-20190413CHINC-810,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Leah Pruitt",21,52.8,30.9,48,0
PASS-20190413CHINC-811,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Morgan Gautrat",5,34.8,47.2,46.1,1
PASS-20190413CHINC-812,20190413CHINC,"Merritt Mathias","North Carolina Courage","Lynn Williams",66.6,0,82.5,6.3,1
PASS-20190413CHINC-813,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Merritt Mathias",20.6,68,36.8,63.4,0
PASS-20190413CHINC-814,20190413CHINC,"Merritt Mathias","North Carolina Courage","Morgan Gautrat",68.2,4.6,75.2,16.1,0
PASS-20190413CHINC-815,20190413CHINC,"Morgan Gautrat","Chicago Red Stars","Tierna Davidson",29.8,51.9,23.3,60.4,1
PASS-20190413CHINC-816,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Julie Ertz",23.3,60.4,17.4,56.5,1
PASS-20190413CHINC-817,20190413CHINC,"Julie Ertz","Chicago Red Stars","Michele Vasconcelos",17.4,56.5,43.9,60.2,1
PASS-20190413CHINC-818,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",61.5,8.7,81.7,41.1,1
PASS-20190413CHINC-819,20190413CHINC,"Abby Erceg","North Carolina Courage",NULL,81.7,41.1,92.2,27.6,0
PASS-20190413CHINC-82,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",31.5,14.9,27.8,5.3,1
PASS-20190413CHINC-820,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Sam Kerr",12.8,40.4,58.8,46.5,1
PASS-20190413CHINC-821,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Michele Vasconcelos",64.5,68,79.2,62.8,1
PASS-20190413CHINC-822,20190413CHINC,"Michele Vasconcelos","Chicago Red Stars","Stephanie Labbe",100.2,57.4,100.4,38.7,0
PASS-20190413CHINC-823,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Dahlkemper",12,22.8,21.6,11.3,1
PASS-20190413CHINC-824,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Stephanie Labbe",20.4,19.1,9.4,33.2,1
PASS-20190413CHINC-825,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Leah Pruitt",24.1,23.5,72.7,33.2,1
PASS-20190413CHINC-826,20190413CHINC,"Kristen Hamilton","North Carolina Courage","Julie Ertz",78.3,40.8,82.1,30.8,0
PASS-20190413CHINC-827,20190413CHINC,"Julie Ertz","Chicago Red Stars","Vanessa DiBernardo",22.9,37.2,29.2,18.9,1
PASS-20190413CHINC-828,20190413CHINC,"Vanessa DiBernardo","Chicago Red Stars","Sam Mewis",29.2,18.9,39.9,27.4,0
PASS-20190413CHINC-829,20190413CHINC,"Sam Mewis","North Carolina Courage","Jaelene Hinkle",65.1,53.4,64.7,65.4,1
PASS-20190413CHINC-83,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",27.8,5.3,33.5,18,1
PASS-20190413CHINC-830,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sam Mewis",60.3,66.3,56.1,58.9,1
PASS-20190413CHINC-831,20190413CHINC,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",57.1,55.6,66.4,46.1,1
PASS-20190413CHINC-832,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Abby Dahlkemper",65.3,45.4,50.4,28.5,1
PASS-20190413CHINC-833,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",51,28.5,74.8,2.2,1
PASS-20190413CHINC-834,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Naeher",80,12.2,99.1,33.7,0
PASS-20190413CHINC-835,20190413CHINC,"Alyssa Naeher","Chicago Red Stars",NULL,13.4,32.8,69.5,68,0
PASS-20190413CHINC-836,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",35.5,0,23.9,10.9,1
PASS-20190413CHINC-837,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Jaelene Hinkle",30.5,12.8,45.8,60.8,1
PASS-20190413CHINC-838,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Crystal Dunn",55.7,60,68.9,64.5,1
